Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
9821	RB1CC1	RB1-inducible coiled-coil 1	NM_014781, NM_001083617	NP_055596.3, NP_001077086.1	ENSG00000023287	chr8:53698894 - 53760582	cell cycle;negative regulation of progression through cell cycle;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription	Tumor Suppressor
57786	RBAK	RB-associated KRAB zinc finger	NM_021163	NP_066986.1	ENSG00000146587	chr7:5054233 - 5071758	intracellular;metal ion binding;nucleic acid binding;nucleus;regulation of transcription, DNA-dependent;transcriptional repressor activity;zinc ion binding	Tumor Suppressor
5928	RBBP4	retinoblastoma binding protein 4	NM_005610	NP_005601.1	ENSG00000162521	chr1:32889494 - 32917893	cell cycle;chromatin remodeling;DNA replication;DNA-dependent ATPase activity;negative regulation of cell proliferation;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription	Tumor Suppressor
5929	RBBP5	retinoblastoma binding protein 5	NM_005057	NP_005048.2	ENSG00000117222	chr1:203324537 - 203357624	histone methyltransferase complex;nucleus;protein binding	Tumor Suppressor
5930	RBBP6	retinoblastoma binding protein 6	NM_006910, NM_032626, NM_018703	NP_008841.2, NP_116015.2, NP_061173.1	ENSG00000122257	chr16:24459448 - 24491267	metal ion binding;nucleic acid binding;nucleus;protein binding;protein ubiquitination;regulation of progression through cell cycle;ubiquitin ligase complex;ubiquitin-protein ligase activity;zinc ion binding	Tumor Suppressor
5931	RBBP7	retinoblastoma binding protein 7	NM_002893	NP_002884.1	ENSG00000102054	chrX:16773078 - 16798097	cell proliferation;chromatin modification;DNA replication;multicellular organismal development;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription	EGFR1,  Tumor Suppressor
5932	RBBP8	retinoblastoma binding protein 8	NM_203292, NM_203291	NP_976037.1, NP_976036.1	ENSG00000101773	chr18:18770812 - 18860201		Stability,  Tumor Suppressor
5933	RBL1	retinoblastoma-like 1 (p107)	NM_002895, NM_183404	NP_002886.2, NP_899662.1	ENSG00000080839	chr20:35060575 - 35157745	cell cycle;chromatin modification;negative regulation of progression through cell cycle;nucleus;protein binding;regulation of lipid kinase activity;regulation of transcription, DNA-dependent;transcription	TGFBR,  Tumor Suppressor
5934	RBL2	retinoblastoma-like 2 (p130)	NM_005611	NP_005602.3	ENSG00000103479	chr16:52025969 - 52081713	cell cycle;chromatin modification;DNA binding;negative regulation of progression through cell cycle;nucleus;protein binding;regulation of lipid kinase activity;regulation of transcription, DNA-dependent;transcription	TGFBR,  Tumor Suppressor
10432	RBM14	RNA binding motif protein 14	NM_006328	NP_006319.1	ENSG00000173959	chr11:66140767 - 66150715	DNA recombination;DNA repair;DNA replication;estrogen receptor signaling pathway;glucocorticoid receptor signaling pathway;histone deacetylation;ligand-dependent nuclear receptor transcription coactivator activity;mediator complex;nucleic acid binding;nucleotide binding;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding, bridging;regulation of transcription, DNA-dependent;response to hormone stimulus;ribonucleoprotein complex;RNA binding;RNA polymerase II transcript	Stability,  Tumor Suppressor
5936	RBM4	RNA binding motif protein 4			ENSG00000173933	chr11:null	metal ion binding;mRNA processing;nucleotide binding;nucleus;RNA binding;RNA splicing;type I hypersensitivity;zinc ion binding	Tumor Suppressor
10181	RBM5	RNA binding motif protein 5	NM_005778	NP_005769.1	ENSG00000003756	chr3:50102871 - 50130893	cell cycle;DNA binding;intracellular;metal ion binding;negative regulation of progression through cell cycle;nucleotide binding;nucleus;RNA binding;RNA processing;zinc ion binding	Tumor Suppressor
5947	RBP1	retinol binding protein 1, cellular	NM_002899	NP_002890.2	ENSG00000114115	chr3:140719158 - 140741064	lipid binding;retinal binding;retinol binding;retinol metabolic process;transport	Tumor Suppressor
8434	RECK	reversion-inducing-cysteine-rich protein with kazal motifs	NM_021111	NP_066934.1	ENSG00000122707	chr9:36026995 - 36113042	cell cycle;GPI anchor binding;membrane;metalloendopeptidase inhibitor activity;negative regulation of progression through cell cycle;peripheral to membrane of membrane fraction;protein binding;serine-type endopeptidase inhibitor activity	Tumor Suppressor,  Entrez Query:Oncogene
5970	RELA	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	NM_021975	NP_068810.3	ENSG00000173039	chr11:65178424 - 65186879	activation of NF-kappaB transcription factor;anti-apoptosis;cellular defense response;cytokine and chemokine mediated signaling pathway;cytoplasm;defense response to virus;hair follicle development;identical protein binding;inflammatory response;negative regulation of protein catabolic process;NF-kappaB binding;nucleus;organ morphogenesis;phosphate binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of interleukin-12 biosynthetic process;positive regulation of transcription,	Androgen Receptor,  NOTCH,  TNF_alpha_NF_kB,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
5979	RET	ret proto-oncogene	NM_020630, NM_020975	NP_065681.1, NP_066124.1	ENSG00000165731	chr10:42892712 - 42943723	ATP binding;calcium ion binding;cell surface receptor linked signal transduction;homophilic cell adhesion;integral to membrane;kinase activity;membrane;nucleotide binding;posterior midgut development;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;signal transduction;transferase activity	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Translocation
64326	RFWD2	ring finger and WD repeat domain 2	NM_022457, NM_001001740	NP_071902.2, NP_001001740.1	ENSG00000143207	chr1:174180911 - 174442737	ligase activity;metal ion binding;nucleus;protein binding;ubiquitin cycle;zinc ion binding	Tumor Suppressor
56963	RGMA	RGM domain family, member A	NM_020211	NP_064596.1	ENSG00000182175	chr15:91389231 - 91433165	cell surface;GPI anchor binding;membrane;neural tube closure	Tumor Suppressor
387	RHOA	ras homolog gene family, member A	NM_001664	NP_001655.1	ENSG00000067560	chr3:49372645 - 49388026	actin cytoskeleton organization and biogenesis;cytoskeleton;GTP binding;GTPase activity;intracellular;magnesium ion binding;membrane;nucleotide binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of NF-kappaB import into nucleus;protein binding;Rho protein signal transduction;signal transducer activity;small GTPase mediated signal transduction	Alpha6Beta4 Integrin,  Wnt,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
388	RHOB	ras homolog gene family, member B	NM_004040	NP_004031.1	ENSG00000143878	chr2:20510707 - 20511298	angiogenesis;cell adhesion;cell cycle;cell differentiation;endosome membrane;endosome to lysosome transport;GTP binding;GTPase activity;intracellular;multicellular organismal development;negative regulation of progression through cell cycle;nucleotide binding;nucleus;plasma membrane;positive regulation of angiogenesis;protein binding;protein transport;Rho protein signal transduction;small GTPase mediated signal transduction;transformed cell apoptosis	Tumor Suppressor,  Entrez Query:Oncogene
60561	RINT1	RAD50 interactor 1	NM_021930	NP_068749.3	ENSG00000135249	chr7:104959998 - 104994994	cell cycle;endoplasmic reticulum;ER to Golgi vesicle-mediated transport;G2/M transition DNA damage checkpoint;membrane;protein binding;protein transport	Tumor Suppressor
6041	RNASEL	ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)	NM_021133	NP_066956.1	ENSG00000135828	chr1:180811149 - 180822564	ATP binding;cellular_component;endoribonuclease activity, producing 5'-phosphomonoesters;hydrolase activity;metal ion binding;mRNA processing;protein amino acid phosphorylation;protein kinase activity;RNA binding;zinc ion binding	Protein Kinase,  Tumor Suppressor
390	RND3	Rho family GTPase 3	NM_005168	NP_005159.1	ENSG00000115963	chr2:151034746 - 151052177	actin cytoskeleton organization and biogenesis;cell adhesion;GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;small GTPase mediated signal transduction	Tumor Suppressor,  Entrez Query:Oncogene
11236	RNF139	ring finger protein 139	NM_007218	NP_009149.2	ENSG00000170881	chr8:125556531 - 125569066	endoplasmic reticulum;integral to membrane;ligase activity;membrane;metal ion binding;protein binding;receptor activity;regulation of protein ubiquitination;ubiquitin cycle;zinc ion binding	Tumor Suppressor
9810	RNF40	ring finger protein 40	NM_014771	NP_055586.1	ENSG00000103549	chr16:30681367 - 30692936	chromatin modification;chromosome;ligase activity;metal ion binding;nucleus;protein binding;ubiquitin cycle;zinc ion binding	Tumor Suppressor
6049	RNF6	ring finger protein (C3H2C3 type) 6	NM_183044	NP_898865.1	ENSG00000127870	chr13:25685960 - 25691786	axon;biological_process;cellular_component;cytoplasm;DNA binding;metal ion binding;negative regulation of axon extension;PML body;positive regulation of transcription, DNA-dependent;protein binding;transcriptional activator activity;ubiquitin-dependent protein catabolic process;ubiquitin-protein ligase activity;zinc ion binding	Tumor Suppressor
6095	RORA	RAR-related orphan receptor A	NM_002943, NM_134261, NM_134262, NM_134260	NP_002934.1, NP_599023.1, NP_599024.1, NP_599022.1	ENSG00000069667	chr15:58576945 - 58706865	metal ion binding;nucleus;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;signal transduction;steroid hormone receptor activity;transcription;transcription factor activity;zinc ion binding	Tumor Suppressor
6134	RPL10	ribosomal protein L10	NM_006013	NP_006004.2	ENSG00000147403	chrX:153280135 - 153280528	cytosolic large ribosomal subunit (sensu Eukaryota);endoplasmic reticulum;intracellular;ribosome;structural constituent of ribosome;translation	Tumor Suppressor
6235	RPS29	ribosomal protein S29	NM_001032, NM_001030001	NP_001023.1, NP_001025172.1	ENSG00000125385	chr14:49114279 - 49122814	cytosolic small ribosomal subunit (sensu Eukaryota);intracellular;metal ion binding;protein binding;ribosome;RNA binding;structural constituent of ribosome;translation;zinc ion binding	Tumor Suppressor
27330	RPS6KA6	ribosomal protein S6 kinase, 90kDa, polypeptide 6	NM_014496	NP_055311.1	ENSG00000072133	chrX:83205940 - 83329563	ATP binding;central nervous system development;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase,  Tumor Suppressor
6240	RRM1	ribonucleotide reductase M1 polypeptide	NM_001033	NP_001024.1	ENSG00000167325	chr11:4072818 - 4116189	ATP binding;DNA replication;nucleotide binding;oxidoreductase activity;ribonucleoside-diphosphate reductase activity;ribonucleoside-diphosphate reductase complex	Tumor Suppressor
57142	RTN4	reticulon 4	NM_207520, NM_020532, NM_153828, NM_007008	NP_997403.1, NP_997404.1, NP_722550.1, NP_008939.1	ENSG00000115310	chr2:55053795 - 55130940	endoplasmic reticulum;integral to endoplasmic reticulum membrane;integral to membrane;membrane;negative regulation of anti-apoptosis;negative regulation of axon extension;nuclear envelope;protein binding;regulation of apoptosis	Tumor Suppressor
861	RUNX1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	NM_001754, NM_001001890, NM_001122607	NP_001745.2, NP_001001890.1, NP_001116079.1	ENSG00000159216	chr21:35086301 - 35343066	ATP binding;biological_process;cellular_component;chloride ion binding;hemopoiesis;molecular_function;multicellular organismal development;nucleus;positive regulation of angiogenesis;positive regulation of granulocyte differentiation;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcriptional activator activity	Androgen Receptor,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
864	RUNX3	runt-related transcription factor 3	NM_001031680, NM_004350	NP_001026850.1, NP_004341.1	ENSG00000020633	chr1:25101199 - 25128946	ATP binding;cell proliferation;induction of apoptosis;negative regulation of epithelial cell proliferation;negative regulation of progression through cell cycle;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription from RNA polymerase II promoter	Tumor Suppressor,  Entrez Query:Oncogene
6282	S100A11	S100 calcium binding protein A11	NM_005620	NP_005611.1	ENSG00000163191	chr1:150271761 - 150276015	calcium ion binding;calcium-dependent protein binding;cytoplasm;negative regulation of cell proliferation;negative regulation of DNA replication;nucleus;protein homodimerization activity;ruffle;S100 beta binding;signal transduction	Tumor Suppressor
6273	S100A2	S100 calcium binding protein A2	NM_005978	NP_005969.1	ENSG00000196754	chr1:151800538 - 151802974	calcium ion binding;cellular_component;endothelial cell migration	Tumor Suppressor
6275	S100A4	S100 calcium binding protein A4	NM_002961	NP_062427.1	ENSG00000196154	chr1:151782858 - 151783894	calcium ion binding;epithelial to mesenchymal transition;protein binding	Tumor Suppressor
6285	S100B	S100 calcium binding protein B	NM_006272	NP_006263.1	ENSG00000160307	chr21:46843703 - 46846756	astrocyte activation;axonogenesis;calcium ion binding;calcium ion homeostasis;calcium-dependent protein binding;cell proliferation;cell soma;central nervous system development;cytoplasm;energy reserve metabolic process;extracellular region;hyperphosphorylation;induction of apoptosis;kinase inhibitor activity;memory;nucleus;positive regulation of complement activation;protein homodimerization activity;regulation of cytokine biosynthetic process;regulation of long-term neuronal synaptic plasticity;ruffle;S100	Stability,  Tumor Suppressor
6294	SAFB	scaffold attachment factor B	NM_002967	NP_002958.2	ENSG00000160633	chr19:5574216 - 5619302	DNA binding;double-stranded DNA binding;establishment and/or maintenance of chromatin architecture;nucleic acid binding;nucleotide binding;nucleus;protein binding;regulation of transcription, DNA-dependent;RNA binding;transcription	Tumor Suppressor
9667	SAFB2	scaffold attachment factor B2	NM_014649	NP_055464.1	ENSG00000130254	chr19:5538253 - 5573726	DNA binding;nucleotide binding;nucleus;regulation of transcription, DNA-dependent;RNA binding;transcription	Tumor Suppressor
23328	SASH1	SAM and SH3 domain containing 1	NM_015278	NP_056093.3	ENSG00000111961	chr6:148705896 - 148911387	cell cycle;negative regulation of progression through cell cycle	Tumor Suppressor
92304	SCGB3A1	secretoglobin, family 3A, member 1	NM_052863	NP_443095.2	ENSG00000161055	chr5:179949836 - 179951068	cytokine activity;extracellular region;extracellular space;negative regulation of cell growth;regulation of cell proliferation	Tumor Suppressor
23513	SCRIB	scribbled homolog (Drosophila)	NM_182706, NM_015356	NP_874365.2, NP_056171.2	ENSG00000180900	chr8:144945320 - 144969530	membrane;protein binding	Tumor Suppressor
6383	SDC2	syndecan 2	NM_002998	NP_002989.2	ENSG00000169439	chr8:97575675 - 97690952	biological_process;cytoskeletal protein binding;integral to membrane;integral to plasma membrane;membrane;molecular_function	TGFBR,  Tumor Suppressor
6386	SDCBP	syndecan binding protein (syntenin)	NM_001007068, NM_001007069, NM_001007067, NM_001007070	NP_001007069.1, NP_001007070.1, NP_005616.2, NP_001007071.1	ENSG00000137575	chr8:59640146 - 59656853	actin cytoskeleton organization and biogenesis;adherens junction;cytoskeletal adaptor activity;cytoskeleton;endoplasmic reticulum;interleukin-5 receptor binding;interleukin-5 receptor complex;intracellular signaling cascade;membrane;metabolic process;neurexin binding;nucleus;oxidoreductase activity;protein binding;protein heterodimerization activity;protein targeting to membrane;Ras protein signal transduction;substrate-bound cell migration, cell extension;synaptic transmission;syndecan binding	Tumor Suppressor
6390	SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	NM_003000	NP_002991.2	ENSG00000117118	chr1:17217962 - 17253101	2 iron, 2 sulfur cluster binding;3 iron, 4 sulfur cluster binding;4 iron, 4 sulfur cluster binding;electron carrier activity;electron transport;iron ion binding;membrane;metal ion binding;mitochondrial inner membrane;mitochondrion;succinate dehydrogenase (ubiquinone) activity;transport;tricarboxylic acid cycle	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Frameshift mutation,  Missense mutation,  Nonsense mutation
6392	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein	NM_003002	NP_002993.1	null	chr11:111462841 - 111470904	electron carrier activity;electron transport;heme binding;integral to membrane;iron ion binding;membrane;metal ion binding;mitochondrial envelope;mitochondrial inner membrane;mitochondrion;succinate dehydrogenase activity;transport;tricarboxylic acid cycle	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation
23541	SEC14L2	SEC14-like 2 (S. cerevisiae)	NM_012429	NP_036561.1	ENSG00000100003	chr22:29123105 - 29148396	cytoplasm;integral to membrane;intracellular;nucleus;phospholipid binding;positive regulation of transcription, DNA-dependent;protein carrier activity;regulation of cholesterol biosynthetic process;transcription;transcriptional activator activity;transport;transporter activity;vitamin E binding	Tumor Suppressor
6400	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)	NM_005065	NP_005056.3	ENSG00000071537	chr14:81013068 - 81069841	binding;endoplasmic reticulum;integral to membrane;membrane;Notch signaling pathway	Tumor Suppressor
7869	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	NM_004636, NM_001005914	NP_004627.1, NP_001005914.1	ENSG00000012171	chr3:50281676 - 50289141	axon guidance;cell-cell signaling;endoplasmic reticulum;membrane;multicellular organismal development;receptor activity	Tumor Suppressor
29843	SENP1	SUMO1/sentrin specific peptidase 1	NM_014554	NP_055369.1	ENSG00000079387	chr12:46725371 - 46781522	cysteine-type peptidase activity;endopeptidase activity;nucleus;proteolysis;ubiquitin cycle	Androgen Receptor,  Stability,  Tumor Suppressor
5414	SEPT4	septin 4	NM_080415, NM_080416, NM_004574	NP_536340.1, NP_536341.1, NP_004565.1	ENSG00000108387	chr17:53952785 - 53961534	cell cycle;cytokinesis;GTP binding;GTPase activity;mitochondrion;nucleotide binding;nucleus;regulation of apoptosis;structural molecule activity	Stability,  Tumor Suppressor
10801	SEPT9	septin 9	NM_001113494, NM_001113495, NM_006640, NM_001113491, NM_001113496, NM_001113492, NM_001113493	NP_001106966.1, NP_001106967.1, NP_006631.2, NP_001106963.1, NP_001106968.1, NP_001106964.1, NP_001106965.1	ENSG00000184640	chr17:72789212 - 73006335	cell cycle;cell division;cytoplasm;GTP binding;GTPase activity;membrane;microtubule;negative regulation of progression through cell cycle;nucleotide binding;perinuclear region of cytoplasm;protein binding;protein heterooligomerization;stress fiber	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
5055	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2	NM_002575	NP_002566.1	ENSG00000197632	chr18:59709658 - 59721519	anti-apoptosis;plasminogen activator activity;serine-type endopeptidase inhibitor activity	Tumor Suppressor,  Entrez Query:Oncogene
5268	SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5	NM_002639	NP_002630.2	null	chr18:59302641 - 59321935	cell motility;serine-type endopeptidase inhibitor activity	Tumor Suppressor
6418	SET	SET translocation (myeloid leukemia-associated)	NM_001122821, NM_003011	NP_001116293.1, NP_003002.2	ENSG00000119335	chr9:130485995 - 130496764	DNA replication;endoplasmic reticulum;histone binding;negative regulation of histone acetylation;nucleocytoplasmic transport;nucleosome assembly;nucleosome disassembly;nucleus;perinuclear region of cytoplasm;protein phosphatase inhibitor activity;protein phosphatase type 2A regulator activity	Futreal et al 2004,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
10262	SF3B4	splicing factor 3b, subunit 4, 49kDa	NM_005850	NP_005841.1	ENSG00000143368	chr1:148162057 - 148166275	nuclear mRNA splicing, via spliceosome;nucleic acid binding;nucleotide binding;nucleus;protein binding;RNA splicing;RNA splicing factor activity, transesterification mechanism;spliceosome	Tumor Suppressor
2810	SFN	stratifin	NM_006142	NP_006133.1	ENSG00000175793	chr1:27062290 - 27063037	apoptotic program;cell proliferation;cytoplasm;DNA damage response, signal transduction resulting in induction of apoptosis;extracellular space;negative regulation of caspase activity;negative regulation of protein kinase activity;protein domain specific binding;protein kinase C inhibitor activity;regulation of progression through cell cycle;release of cytochrome c from mitochondria;signal transduction	Alpha6Beta4 Integrin,  Protein Kinase,  Tumor Suppressor
6422	SFRP1	secreted frizzled-related protein 1	NM_003012	NP_003003.3	ENSG00000104332	chr8:41241842 - 41285835	anatomical structure morphogenesis;anti-apoptosis;cell differentiation;extracellular space;multicellular organismal development;signal transduction;Wnt receptor signaling pathway	Wnt,  Tumor Suppressor
6425	SFRP5	secreted frizzled-related protein 5	NM_003015	NP_003006.2	ENSG00000120057	chr10:99517260 - 99521580	anatomical structure morphogenesis;apoptosis;cell differentiation;establishment and/or maintenance of cell polarity;extracellular space;multicellular organismal development;signal transduction;visual perception;Wnt receptor signaling pathway	Tumor Suppressor
6469	SHH	sonic hedgehog homolog (Drosophila)	NM_000193	NP_000184.1	ENSG00000164690	chr7:155288354 - 155297577	activation of hh target transcription factor;androgen metabolic process;anterior/posterior pattern formation;axon guidance;Bergmann glial cell differentiation;cell fate specification;cell surface;cell-cell signaling;developmental growth;embryonic digit morphogenesis;embryonic morphogenesis;embryonic organ development;extracellular space;forebrain development;hair follicle morphogenesis;heart development;hindbrain development;hindgut morphogenesis;intein-mediated protein splicing;laminin-1 binding;lipid raft	Hedgehog,  Tumor Suppressor
257218	SHPRH	SNF2 histone linker PHD RING helicase	NM_173082, NM_001042683	NP_775105.1, NP_001036148.1	ENSG00000146414	chr6:146249519 - 146318151	ATP binding;DNA binding;DNA repair;helicase activity;hydrolase activity;ligase activity;metal ion binding;nucleosome;nucleosome assembly;nucleotide binding;nucleus;protein binding;ubiquitin cycle;zinc ion binding	Stability,  Tumor Suppressor
6477	SIAH1	seven in absentia homolog 1 (Drosophila)	NM_001006610	NP_003022.3	ENSG00000196470	chr16:46952991 - 46953840	anatomical structure morphogenesis;apoptosis;axon guidance;cell cycle;cell differentiation;cytoplasm;ligase activity;metal ion binding;multicellular organismal development;nervous system development;nucleus;protein C-terminus binding;protein catabolic process;proteolysis;spermatogenesis;ubiquitin cycle;ubiquitin-dependent protein catabolic process;zinc ion binding	Stability,  Tumor Suppressor
23411	SIRT1	sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)	NM_012238	NP_036370.2	ENSG00000096717	chr10:69314485 - 69346356	apoptosis;cell differentiation;chromatin silencing;chromatin silencing complex;DNA binding;histone deacetylation;hydrolase activity;metal ion binding;multicellular organismal development;NAD+ ADP-ribosyltransferase activity;NAD-dependent histone deacetylase activity;negative regulation of transcription;nucleus;ovulation (sensu Mammalia);protein amino acid ADP-ribosylation;regulation of transcription, DNA-dependent;spermatogenesis;striated muscle development;transcription;transcriptional repressor activity;z	Stability,  Tumor Suppressor
22933	SIRT2	sirtuin (silent mating type information regulation 2 homolog) 2 (S. cerevisiae)	NM_012237, NM_030593	NP_036369.2, NP_085096.1	ENSG00000068903	chr19:44061634 - 44082001	cell cycle;cell division;chromatin silencing;chromatin silencing at rDNA;chromatin silencing at telomere;chromatin silencing complex;cytoplasm;cytoskeleton;DNA binding;histone acetyltransferase binding;histone deacetylase binding;histone deacetylation;hydrolase activity;metal ion binding;microtubule;mitosis;NAD-dependent histone deacetylase activity;negative regulation of striated muscle development;negative regulation of transcription;protein amino acid ADP-ribosylation;redox signal response;regulation of 	Tumor Suppressor
23410	SIRT3	sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae)	NM_001017524	NP_001017524.1	ENSG00000142082	chr11:206697 - 226328	chromatin silencing;chromatin silencing complex;DNA binding;hydrolase activity;metal ion binding;mitochondrion;NAD+ ADP-ribosyltransferase activity;protein amino acid ADP-ribosylation;regulation of transcription, DNA-dependent;zinc ion binding	Tumor Suppressor
6497	SKI	v-ski sarcoma viral oncogene homolog (avian)	NM_003036	NP_003027.1	ENSG00000157933	chr1:2150065 - 2228064	cell differentiation;cytoplasm;DNA binding;embryonic limb morphogenesis;molecular_function;nucleus;protein binding;transcriptional repressor complex	Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene
5002	SLC22A18	solute carrier family 22 (organic cation transporter), member 18	NM_183233	NP_899056.2	ENSG00000110628	chr11:2881151 - 2903003	excretion;integral to membrane;ion transport;organic cation transporter activity;plasma membrane;response to drug;symporter activity;tetracycline transport;tetracycline:hydrogen antiporter activity;transporter activity	Tumor Suppressor
27173	SLC39A1	solute carrier family 39 (zinc transporter), member 1	NM_014437	NP_055252.2	ENSG00000143570	chr1:152199197 - 152201815	di-, tri-valent inorganic cation transport;di-, tri-valent inorganic cation transporter activity;endoplasmic reticulum;integral to membrane;ion transport;membrane;membrane fraction;metal ion transport;metal ion transporter activity;zinc ion binding;zinc ion transport	Tumor Suppressor,  Entrez Query:Oncogene
6521	SLC4A1	solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)	NM_000342	NP_000333.1	ENSG00000004939	chr17:39683351 - 39695760	anion transport;anion transporter activity;cell ion homeostasis;cortical cytoskeleton;inorganic anion exchanger activity;integral to membrane;integral to plasma membrane;membrane;protein binding	Stability,  Tumor Suppressor
160728	SLC5A8	solute carrier family 5 (iodide transporter), member 8	NM_145913	NP_666018.3	ENSG00000139357	chr12:100075187 - 100127757	integral to membrane;ion transport;membrane;sodium ion transport;transporter activity	Tumor Suppressor
9368	SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	NM_004252	NP_004243.1	ENSG00000109062	chr17:70256580 - 70276390	actin cytoskeleton;apical plasma membrane;beta-2 adrenergic receptor binding;phosphate ion homeostasis;protein binding;protein complex assembly;sodium:hydrogen antiporter regulator activity;Wnt receptor signaling pathway	Tumor Suppressor
9353	SLIT2	slit homolog 2 (Drosophila)	NM_004787	NP_004778.1	ENSG00000145147	chr4:19864536 - 20229730	calcium ion binding;cell differentiation;chemotaxis;extracellular region;extracellular space;follicle-stimulating hormone receptor activity;G-protein coupled receptor protein signaling pathway;glial cell migration;induction of negative chemotaxis;integral to membrane;mesoderm migration;motor axon guidance;multicellular organismal development;nervous system development;neuron recognition;positive regulation of axonogenesis;protein binding;receptor binding;sensory perception of smell;ureteric bud development	Tumor Suppressor
4087	SMAD2	SMAD family member 2	NM_001003652	NP_005892.1	ENSG00000175387	chr18:43622195 - 43677125	anterior/posterior pattern formation;cell fate commitment;double-stranded DNA binding;intracellular;intracellular signaling cascade;mesoderm formation;nucleus;paraxial mesoderm morphogenesis;positive regulation of transcription from RNA polymerase II promoter;regulation of binding;transcription;transcription factor binding;transcription factor complex;transcriptional activator activity;transforming growth factor beta receptor signaling pathway	Alpha6Beta4 Integrin,  EGFR1,  TGFBR,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor
4088	SMAD3	SMAD family member 3	NM_005902	NP_005893.1	ENSG00000166949	chr15:65145546 - 65269928	double-stranded DNA binding;intracellular;mesoderm formation;negative regulation of transcription from RNA polymerase II promoter;nucleus;paraxial mesoderm morphogenesis;plasma membrane;positive regulation of transcription from RNA polymerase II promoter;regulation of binding;regulation of epithelial cell proliferation;regulation of immune response;regulation of striated muscle development;regulation of transforming growth factor beta receptor signaling pathway;T cell activation;transcription;transcription 	Alpha6Beta4 Integrin,  Androgen Receptor,  EGFR1,  ID,  NOTCH,  TGFBR,  Wnt,  Protein Kinase,  Stability,  Tumor Suppressor
4089	SMAD4	SMAD family member 4	NM_005359	NP_005350.1	ENSG00000141646	chr18:46827414 - 46858835	anterior/posterior pattern formation;cytoplasm;gastrulation (sensu Mammalia);intracellular;kidney development;negative regulation of cell proliferation;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of binding;SMAD protein complex assembly;transcription;transcription cofactor activity;transcription factor activity;transcription factor complex;transcriptional activator activity;ureteric bud branching	Androgen Receptor,  NOTCH,  TGFBR,  Wnt,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation
